Java HotSpot(TM) 64-Bit Server VM (25.121-b13) for windows-amd64 JRE (1.8.0_121-b13), built on Dec 12 2016 18:21:36 by "java_re" with MS VC++ 10.0 (VS2010)
Memory: 4k page, physical 16651208k(10125744k free), swap 17699784k(8723076k free)
CommandLine flags: -XX:InitialHeapSize=134217728 -XX:MaxHeapSize=134217728 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:-UseLargePagesIndividualAllocation -XX:+UseParallelGC 
2021-01-23T15:06:10.962+0800: 0.273: [Full GC (Ergonomics) [PSYoungGen: 14814K->14511K(29184K)] [ParOldGen: 86956K->86956K(87552K)] 101771K->101468K(116736K), [Metaspace: 2723K->2723K(1056768K)], 0.0011654 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-01-23T15:06:10.963+0800: 0.274: [Full GC (Ergonomics) [PSYoungGen: 14722K->14565K(29184K)] [ParOldGen: 86956K->86956K(87552K)] 101679K->101522K(116736K), [Metaspace: 2723K->2723K(1056768K)], 0.0011137 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-01-23T15:06:10.964+0800: 0.276: [Full GC (Ergonomics) [PSYoungGen: 14827K->14493K(29184K)] [ParOldGen: 86956K->86956K(87552K)] 101784K->101450K(116736K), [Metaspace: 2723K->2723K(1056768K)], 0.0011231 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-01-23T15:06:10.965+0800: 0.277: [Full GC (Ergonomics) [PSYoungGen: 14677K->14595K(29184K)] [ParOldGen: 86956K->86956K(87552K)] 101633K->101552K(116736K), [Metaspace: 2723K->2723K(1056768K)], 0.0011422 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-01-23T15:06:10.967+0800: 0.278: [Full GC (Ergonomics) [PSYoungGen: 14806K->14732K(29184K)] [ParOldGen: 87502K->87430K(87552K)] 102309K->102163K(116736K), [Metaspace: 2723K->2723K(1056768K)], 0.0011208 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-01-23T15:06:10.968+0800: 0.279: [Full GC (Allocation Failure) [PSYoungGen: 14732K->14732K(29184K)] [ParOldGen: 87430K->87411K(87552K)] 102163K->102144K(116736K), [Metaspace: 2723K->2723K(1056768K)], 0.0128479 secs] [Times: user=0.16 sys=0.00, real=0.01 secs] 
2021-01-23T15:06:10.981+0800: 0.292: [Full GC (Ergonomics) [PSYoungGen: 14808K->14768K(29184K)] [ParOldGen: 87535K->87267K(87552K)] 102343K->102036K(116736K), [Metaspace: 2723K->2723K(1056768K)], 0.0016556 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-01-23T15:06:10.983+0800: 0.294: [Full GC (Ergonomics) [PSYoungGen: 14840K->14804K(29184K)] [ParOldGen: 87267K->87267K(87552K)] 102108K->102072K(116736K), [Metaspace: 2723K->2723K(1056768K)], 0.0014033 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-01-23T15:06:10.984+0800: 0.296: [Full GC (Ergonomics) [PSYoungGen: 14804K->14732K(29184K)] [ParOldGen: 87411K->87411K(87552K)] 102216K->102144K(116736K), [Metaspace: 2723K->2723K(1056768K)], 0.0012017 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-01-23T15:06:10.986+0800: 0.297: [Full GC (Allocation Failure) [PSYoungGen: 14732K->14732K(29184K)] [ParOldGen: 87411K->87411K(87552K)] 102144K->102144K(116736K), [Metaspace: 2723K->2723K(1056768K)], 0.0010743 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
Heap
 PSYoungGen      total 29184K, used 14848K [0x00000000fd580000, 0x0000000100000000, 0x0000000100000000)
  eden space 14848K, 100% used [0x00000000fd580000,0x00000000fe400000,0x00000000fe400000)
  from space 14336K, 0% used [0x00000000fe400000,0x00000000fe400000,0x00000000ff200000)
  to   space 14336K, 0% used [0x00000000ff200000,0x00000000ff200000,0x0000000100000000)
 ParOldGen       total 87552K, used 87411K [0x00000000f8000000, 0x00000000fd580000, 0x00000000fd580000)
  object space 87552K, 99% used [0x00000000f8000000,0x00000000fd55cef8,0x00000000fd580000)
 Metaspace       used 2754K, capacity 4486K, committed 4864K, reserved 1056768K
  class space    used 300K, capacity 386K, committed 512K, reserved 1048576K
